input,output
"方剂组成：桂枝四两 甘草四两(炙) 白术三两 人参三两 干姜三两
制备方法：右五味，以水九升，先煮四味，取五升，纳桂枝，更煮取三升，去滓，温服一升，日再服，夜一服。",桂枝人参汤方
用水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，煮取五升后再加入桂枝，继续煮取三升，去滓后温服一升，日服两次，夜服一次。,桂枝人参汤方
将桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两与水九升一同煮沸，取出五升后加入桂枝再煮取三升，去除渣滓，温热服用一升，白天服两次，夜晚服一次。,桂枝人参汤方
水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，先煮四味取五升，再煮加入桂枝取三升，去渣后温服一升，白天服两次，夜晚服一次。,桂枝人参汤方
水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，先煮四味取五升，再煮加桂枝取三升，去渣后温服一升，白天服两次，夜晚服一次。,桂枝人参汤方
将桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两与水九升一同煮沸，取出五升后再加入桂枝煮取三升，去渣后温服一升，每日白天服两次，夜晚服一次。,桂枝人参汤方
用水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，先煮四味取五升，再煮加入桂枝取三升，去渣后温服一升，日服两次，夜服一次。,桂枝人参汤方
将桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两与水九升一同煮沸，取出五升后再加入桂枝煮取三升，去渣后温服一升，每日白天服两次，夜晚服一次。,桂枝人参汤方
用水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，先煮四味取五升，再煮加桂枝取三升，去渣后温服一升，每日白天服两次，夜晚服一次。,桂枝人参汤方
将桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两与水九升一同煮沸，取出五升后再加入桂枝煮取三升，去渣后温服一升，日服两次，夜服一次。,桂枝人参汤方
用水九升煮桂枝四两、炙甘草四两、白术三两、人参三两、干姜三两，先煮四味取五升，再煮加桂枝取三升，去渣后温服一升，每日白天服两次，,桂枝人参汤方
"方剂组成：枳实四枚 薤白半斤 桂枝一两 厚朴四两 括萎一枚(捣)
制备方法：右五味，以水五升，先煮枳实、厚朴取二升，去滓，纳诸药，煮数沸，分温三服。",枳实薤白桂枝厚朴括萎汤方
用枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)，加水五升，煮成药汤，分温三服。,枳实薤白桂枝厚朴括萎汤方
枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)煮水五升，去滓后分温三服。,枳实薤白桂枝厚朴括萎汤方
五味方中含有枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)，水五升煮数沸分温三服。,枳实薤白桂枝厚朴括萎汤方
枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)加水五升，先煮枳实、厚朴取二升，再加入其他药材，煮数沸后分温三服。,枳实薤白桂枝厚朴括萎汤方
按方中所列，将枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)加水五升煮数沸，去渣后分温三服。,枳实薤白桂枝厚朴括萎汤方
枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)与水五升煮成药汤，温服三次。,枳实薤白桂枝厚朴括萎汤方
用枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)煮水五升，取出枳实、厚朴后再煮，分温三服。,枳实薤白桂枝厚朴括萎汤方
枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)加水五升煮沸，去渣后分温三服。,枳实薤白桂枝厚朴括萎汤方
按照方剂中的配方，将枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)煮水五升，煮数沸后分温三服。,枳实薤白桂枝厚朴括萎汤方
枳实四枚、薤白半斤、桂枝一两、厚朴四两、括萎一枚(捣)与五升水煮沸，去渣后分温三服。,枳实薤白桂枝厚朴括萎汤方
"方剂组成：黄芩三两 芍药二两 甘草二两 大枣十二枚(劈)
制备方法：右四味，以水一斗，煮取三升，去滓，温服一升，日再服，夜一服。",黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去滓后温服一升，日再服，夜一服。,黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去渣后热服一升，白天服两次，夜间一次。,黄芩汤方
三两黄芩，二两芍药，二两甘草，十二枚大枣(劈)，水一斗煮取三升，去渣后暖服一升，日两次，夜一次。,黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去渣后热服一升，每日两次，夜间一次。,黄芩汤方
三两黄芩，两两芍药，两两甘草，十二枚大枣(劈)，水一斗煮取三升，去滓后温服一升，白天两次，夜一次。,黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去渣后温服一升，日两次，夜一次。,黄芩汤方
三两黄芩，二两芍药，二两甘草，十二枚大枣(劈)，水一斗煮取三升，去渣后热服一升，每日两次，夜一次。,黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去渣后暖服一升，日两次，夜一次。,黄芩汤方
三两黄芩，两两芍药，两两甘草，十二枚大枣(劈)，水一斗煮取三升，去滓后温服一升，每日两次，夜一次。,黄芩汤方
黄芩三两，芍药二两，甘草二两，大枣十二枚(劈)，水一斗煮取三升，去渣后温服一升，日两次，夜一次。,黄芩汤方
"方剂组成：防己 椒目 葶苈 大黄各一两
制备方法：右四味，捣筛，炼蜜为丸，如梧桐子大，先食，饮服一丸，日三服，不知稍增。",防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，右四味，捣筛，炼蜜为丸，如梧桐子大，先食，饮服一丸，日三服，不知稍增。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味合捣筛，加蜜炼成丸，大小如梧桐子，先食，每日三次，不知稍增。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味共捣筛，以蜜炼成丸，大小如梧桐子，饭前服用，每日三次，逐渐增量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味捣碎混合，加蜜制成丸状，每次食用一粒，每日三次，逐渐增加剂量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味捣碎筛选，用蜜炼成丸，大小如梧桐子，饭前服用，每日三次，逐渐增加用量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味合捣筛，以蜜炼成丸状，大小如梧桐子，饭前服用，每日三次，逐渐增加剂量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味捣碎混合，加蜜制成丸状，每次食用一粒，每日三次，逐渐增加用量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味捣碎筛选，用蜜炼成丸，大小如梧桐子，饭前服用，每日三次，逐渐增加剂量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，四味合捣筛，以蜜炼成丸状，大小如梧桐子，饭前服用，每日三次，逐渐增加用量。,防己椒目葶苈大黄丸方
防己、椒目、葶苈、大黄各一两，右四味，捣筛，炼蜜为丸，如梧桐子大，先食，饮服一丸，日三服，不知稍增。,防己椒目葶苈大黄丸方
"方剂组成：赤小豆三升(浸令毛出曝干) 当归十两
制备方法：右二味，杵为散，浆水服方寸匙，日三服。",赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，杵为散，浆水服方寸匙，日三服。,赤豆当归散方
赤小豆三升(浸令毛出曝干)和当归十两，研为粉，用水调服方寸匙，每日三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，研为末，水煎服方寸匙，每日三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，捣碎煎水服方寸匙，一日三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，捣碎泡水服方寸匙，每日服用三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，研细冲服方寸匙，每日服三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，煎汤服方寸匙，一日三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，磨细煮水服方寸匙，每日三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，研末冲服方寸匙，一日服用三次。,赤豆当归散方
赤小豆三升(浸令毛出曝干)当归十两，研成粉末，开水冲服方寸匙，每日三次。,赤豆当归散方
"方剂组成：乌头五枚
制备方法：右一味，以蜜二升，煮减半，去滓，以桂枝汤五合，解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。",乌头桂枝汤方
乌头五枚，以蜜二升煮减半，去滓，以桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，蜜二升煮减半，去滓，桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，蜜二升煮减半，去滓，以桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，蜜二升煮减半，去滓，桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，以蜜二升煮减半，去滓，以桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，以蜜二升煮减半，去滓，桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，蜜二升煮减半，去滓，以桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，蜜二升煮减半，去滓，桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，以蜜二升煮减半，去滓，以桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
乌头五枚，以蜜二升煮减半，去滓，桂枝汤五合解之，令得一升，初服二合，不知即服三合，又不知加至五合，其知者如醉状，得吐者为中病。,乌头桂枝汤方
"方剂组成：白术二两枳实二两桃仁二十七枚(去皮尖)干姜一两
制备方法：右四味，以水五升，煮取二升，去滓，分温再服。",白术枳实桃仁干姜汤方
白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮取二升，去渣，分温再服。,白术枳实桃仁干姜汤方
每服方剂含有白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，煮水五升取二升，温服。,白术枳实桃仁干姜汤方
方剂中包含白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，煮水五升后取二升，去渣，分次服用。,白术枳实桃仁干姜汤方
白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，用水五升煮至二升，去渣，温热分次服用。,白术枳实桃仁干姜汤方
每次服用的方剂成分为白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮取二升，去渣，分温服。,白术枳实桃仁干姜汤方
白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮二升，去渣，分温再服。,白术枳实桃仁干姜汤方
方剂中含有白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮取二升，去渣后分次服用。,白术枳实桃仁干姜汤方
白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮至二升，去渣，分温服。,白术枳实桃仁干姜汤方
每次服用方剂的成分为白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，煮水五升取二升，去渣后分次温服。,白术枳实桃仁干姜汤方
白术二两、枳实二两、桃仁二十七枚(去皮尖)、干姜一两，水五升煮二升，去渣，分次温服。,白术枳实桃仁干姜汤方
"方剂组成：黄连三两
半夏半升
石膏一斤碎（棉裹）
甘草二两（炙）
制备方法：右四味，以水五升，煮取三升，去滓，温服一升，日三服。",黄连半夏石膏甘草汤方
黄连三两、半夏半升、石膏一斤碎（棉裹）、甘草二两（炙），用水五升煮取三升，去滓后温服一升，每日三服。,黄连半夏石膏甘草汤方
三两黄连、半升半夏、一斤碎石膏（棉裹）、二两炙甘草，煮水五升取三升，去渣后温服一升，每日服三次。,黄连半夏石膏甘草汤方
黄连三两、半夏半升、石膏一斤碎（棉裹）、甘草二两（炙），水五升煮三升，去渣后温服一升，每日三次。,黄连半夏石膏甘草汤方
三两黄连、半升半夏、一斤碎石膏（棉裹）、二两炙甘草，水五升煮取三升，去渣后温服一升，每日服三次。,黄连半夏石膏甘草汤方
黄连三两、半夏半升、石膏一斤碎（棉裹）、甘草二两（炙），水五升煮三升，去渣后温服一升，每日三次服用。,黄连半夏石膏甘草汤方
三两黄连、半升半夏、一斤碎石膏（棉裹）、二两炙甘草，水五升煮取三升，去渣后温服一升，每日服用三次。,黄连半夏石膏甘草汤方
黄连三两、半夏半升、石膏一斤碎（棉裹）、甘草二两（炙），水五升煮三升，去渣后温服一升，每日三次服药。,黄连半夏石膏甘草汤方
三两黄连、半升半夏、一斤碎石膏（棉裹）、二两炙甘草，水五升煮取三升，去渣后温服一升，每日服药三次。,黄连半夏石膏甘草汤方
黄连三两、半夏半升、石膏一斤碎（棉裹）、甘草二两（炙），水五升煮三升，去渣后温服一升，每日服三次。,黄连半夏石膏甘草汤方
三两黄连、半升半夏、一斤碎石膏（棉裹）、二两炙甘草，水五升煮取三升，去渣后温服一升，每日三次服药。,黄连半夏石膏甘草汤方
"方剂组成：枳实三枚(炙) 栀子十四枚(劈) 香豉一升(棉襄)
制备方法：右三味，以清浆水七升，空煮取四升，纳枳实、栀子煮取二升，纳香豉更煮五六沸，去滓，温分再服，覆令微似汗。",枳实栀子豉汤方
用枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)，以清浆水七升煮取，纳枳实、栀子煮取二升，纳香豉更煮五六沸，去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)配制而成，煮取后去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
三枚枳实(炙)、十四枚栀子(劈)、一升香豉(棉襄)煮取后，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实(炙)三枚、栀子(劈)十四枚、香豉(棉襄)一升，煮取后去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
三枚枳实(炙)、十四枚栀子(劈)、一升香豉(棉襄)煮取后，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)煮取后，去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)煮取后，去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
三味方剂中包括枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)，煮取后去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)煮取后，温分再服，覆令微似汗。,枳实栀子豉汤方
枳实三枚(炙)、栀子十四枚(劈)、香豉一升(棉襄)煮取后，去滓，温分再服，覆令微似汗。,枳实栀子豉汤方
"方剂组成：干姜三两 黄芩三两 黄连三两 人参三两
制备方法：右四昧，以水六升，煮取二升，去滓，分温再服。",干姜黄芩黄连人参汤方
干姜三两、黄芩三两、黄连三两、人参三两，右四昧，以水六升，煮取二升，去滓，分温再服。,干姜黄芩黄连人参汤方
三两干姜、三两黄芩、三两黄连、三两人参，右四昧，以六升水煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
人参三两、黄连三两、黄芩三两、干姜三两，右四昧，用六升水煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
三两干姜、三两黄芩、三两黄连、三两人参，右四慢，以水六升，煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
人参三两、黄连三两、黄芩三两、干姜三两，右四昧，以水六升，煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
干姜三两、黄芩三两、黄连三两、人参三两，右四昧，以水六升，煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
三两干姜、三两黄芩、三两黄连、三两人参，右四昧，用水六升煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
人参三两、黄连三两、黄芩三两、干姜三两，右四昧，以水六升，煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
干姜三两、黄芩三两、黄连三两、人参三两，右四昧，以水六升，煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
三两干姜、三两黄芩、三两黄连、三两人参，右四昧，用水六升煮取二升，去渣，分温再服。,干姜黄芩黄连人参汤方
"方剂组成：竹叶一把 葛根三两 桔梗一两 人参一两 甘草一两 生姜五两 大枣十五枚(劈)
制备方法：右七味，以水八升，煮取三升，去滓，温服一升，日三服。",竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。右七味，以水八升，煮取三升，去滓，温服一升，日三服。,竹叶汤方
竹叶、葛根、桔梗、人参、甘草、生姜、大枣(劈)，各量如上。以水八升煮取三升，去滓后温服一升，每日三次。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。水八升煮取三升，去渣，分三次温服。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。将七味配合，以水八升煮三升，去渣后温服一升，每日三次。,竹叶汤方
竹叶、葛根、桔梗、人参、甘草、生姜、大枣(劈)，各量如方。水八升煮三升，去渣，分三次温服。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。将以上七味，以水八升煮取三升，去渣后温服一升，日服三次。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。水八升煮取三升，去渣，分三次温服。,竹叶汤方
竹叶、葛根、桔梗、人参、甘草、生姜、大枣(劈)，各量如方。水八升煮取三升，去渣后温服一升，每日三次。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。右七味，以水八升煮取三升，去渣后温服一升，日服三次。,竹叶汤方
竹叶一把，葛根三两，桔梗一两，人参一两，甘草一两，生姜五两，大枣十五枚(劈)。水八升煮取三升，去渣，分三次温服。,竹叶汤方
"方剂组成：禹余粮四两
人参三两
附子二枚
五味子三合
茯苓三两
干姜三两
制备方法：右六味，蜜为丸，如梧子大，每服二十丸。",禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，右六味，蜜为丸，如梧子大，每服二十丸。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，六味合为丸，如梧子大，每次服用二十丸。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，按比例混合制成丸状，每次服用二十丸，大小如梧子。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，以蜜为丸，每服二十粒，大小如梧子。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，将六味混合成丸状，大小如梧子，每次服用二十丸。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，按比例混合制成蜜丸，每次服用二十粒，丸大小如梧子。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，将六味磨成粉末，加蜜制成丸，每服二十丸。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，六味混合成蜜丸，每次服用二十颗，大小如梧子。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，将六味蜜丸每次服用二十颗，丸形如梧子大小。,禹余粮丸方
禹余粮四两、人参三两、附子二枚、五味子三合、茯苓三两、干姜三两，将六味混合制成蜜丸，每服二十颗，大小如梧子。,禹余粮丸方
"方剂组成：麻黄二两半(去节) 升麻一两 知母一两 黄芩一两半 桂枝二两 白术一两 甘草一两(炙)
制备方法：右七味，以水一斗，先煮麻黄去上沫，纳诸药，煮取三升，去滓，温服一升，日三服。",麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)组成的方剂，煮取三升，去滓，温服一升，日三服。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)的药材配比，煮取三升后去滓，温服一升，一日三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)的方子，煮取三升后去渣，温服一升，每日服用三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)煎煮后得到三升，去除渣滓，取汁温服一升，每日三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)制成的方剂，煮取三升后去除渣滓，用温水一升服用，每日三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)煮取三升，去渣，温服一升，每日服用三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)的配方，煮取三升后去除渣滓，用温水一升服用，每日三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)煎煮后得到三升，去除渣滓，取汁温服一升，每日三次。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)组成的方剂，煮取三升后去滓，温服一升，日三服。,麻黄升麻汤方
麻黄二两半(去节)、升麻一两、知母一两、黄芩一两半、桂枝二两、白术一两、甘草一两(炙)的药材配比，煮取三升后去滓，温服一升，一日三次。,麻黄升麻汤方
"方剂组成：人参三两
地黄半斤
龙骨三两
牡蛎四两
茯苓四两
制备方法：右五味，以水一斗，煮取三升，分温三服。",人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，右五味，以水一斗，煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，共五味，用水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，按右五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，共五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，右五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，五味同煮，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，共五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，右五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，五味同煮，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
人参三两、地黄半斤、龙骨三两、牡蛎四两、茯苓四两，按右五味，水一斗煮取三升，分温三服。,人参地黄龙骨牡蛎茯苓汤方
"方剂组成：附子三两 狼毒四两 巴豆一两(去皮心熬研如脂) 人参一两 干姜一两 吴茱萸一两
制备方法：右六味，末之，蜜丸如梧桐子大，酒下，强人初服三丸，日三服，弱者二二丸。",九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，右六味，末之，蜜丸如梧桐子大，酒下，强人初服三丸，日三服，弱者二二丸。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，制成蜜丸如梧桐子大，酒下，强人初服三丸，日三服，弱者二二丸。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，研末后制成蜜丸如梧桐子大，酒下，强人初服三丸，日三服，弱者二二丸。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，研末后制成蜜丸如梧桐子大，用酒下，强人初服三丸，日三服，弱者二二丸。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，研末后制成蜜丸如梧桐子大，用酒下，强人初服三丸，每日服用三次，弱者则每次服用两粒。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，先将六味研末，制成蜜丸如梧桐子大小，用酒送服，强人初服三丸，每日三次，弱者则每次服用两粒。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，研末后制成蜜丸如梧桐子大，用酒下，强人初服三丸，日服三次，弱者则每次服用两粒。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，研末后制成蜜丸如梧桐子大，酒下，强人初服三丸，一日服三次，弱者则每次服用两粒。,九痛丸方
附子三两，狼毒四两，巴豆一两(去皮心熬研如脂)，人参一两，干姜一两，吴茱萸一两，右六味，研末成蜜丸如梧桐子大，酒下，强人初服三丸，日三服，弱,九痛丸方
"方剂组成：半夏一升 厚朴三两 茯苓四两 生姜五两 苏叶二两
制备方法：右五味，以水一斗，煮取四升，去滓，分温四服，日三服，夜一服，苦痛者，去苏叶，加桔梗二两。",半夏厚朴茯苓生姜汤方
半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，以水一斗煮取四升，去渣，分温四服，每日三次，夜间一次。若苦痛者，则去苏叶，加入桔梗二两。,半夏厚朴茯苓生姜汤方
按照右五味，取半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，用水一斗煮取四升，去渣，分四次温服，每日三次，夜间一次，如遇苦痛症状，可去除苏叶，添加桔梗二两。,半夏厚朴茯苓生姜汤方
方中包括半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，用水一斗煮取四升，去渣，分四次温服，每日服用三次，夜间服用一次。对于苦痛患者，可去掉苏叶，加入桔梗二两。,半夏厚朴茯苓生姜汤方
半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，水一斗煮取四升，去渣，分四次温服，每日三次，夜晚一次，苦痛者去苏叶，加入桔梗二两。,半夏厚朴茯苓生姜汤方
取半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，以水一斗煮取四升，去渣，分四次温服，每日服三次，夜晚服一次。若有苦痛症状，去苏叶，加桔梗二两。,半夏厚朴茯苓生姜汤方
半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，用水一斗煮取四升，去渣，分四次温服，每日服三次，夜晚一次。对于苦痛患者，去除苏叶，加入桔梗二两。,半夏厚朴茯苓生姜汤方
